feedback_id,attendee_id,session_id,rating,comments
FB06559,ATT00559,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06561,ATT00561,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06563,ATT00563,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06564,ATT00564,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06565,ATT00565,2LD9LMGY,0,Content was too advanced for the target audience
FB06566,ATT00566,2LD9LMGY,5,"Great presentation, could include more case studies"
FB06567,ATT00567,2LD9LMGY,2,Needed more practical examples
FB06569,ATT00569,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06570,ATT00570,2LD9LMGY,3,Would be better with more hands-on exercises
FB06571,ATT00571,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06572,ATT00572,2LD9LMGY,3,Solid content but slides need improvement
FB06573,ATT00573,2LD9LMGY,3,Would be better with more hands-on exercises
FB06574,ATT00574,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06575,ATT00575,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06576,ATT00576,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06577,ATT00577,2LD9LMGY,3,Solid content but slides need improvement
FB06578,ATT00578,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06579,ATT00579,2LD9LMGY,3,Interesting topic but needed more depth
FB06580,ATT00580,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06582,ATT00582,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06584,ATT00584,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06585,ATT00585,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06586,ATT00586,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06588,ATT00588,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06592,ATT00592,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06593,ATT00593,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06594,ATT00594,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06595,ATT00595,2LD9LMGY,3,Solid content but slides need improvement
FB06596,ATT00596,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06597,ATT00597,2LD9LMGY,3,Solid content but slides need improvement
FB06598,ATT00598,2LD9LMGY,3,Would benefit from more Q&A time
FB06599,ATT00599,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06600,ATT00600,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06601,ATT00601,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06602,ATT00602,2LD9LMGY,3,Good overview but could use more detailed explanations
FB06603,ATT00603,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06606,ATT00606,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06607,ATT00607,2LD9LMGY,3,Good content but could use more real-world examples
FB06608,ATT00608,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06609,ATT00609,2LD9LMGY,3,Good content but could use more real-world examples
FB06611,ATT00611,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06612,ATT00612,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06613,ATT00613,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06614,ATT00614,2LD9LMGY,2,Technical issues disrupted the flow
FB06616,ATT00616,2LD9LMGY,2,Needed more practical examples
FB06617,ATT00617,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06618,ATT00618,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06619,ATT00619,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06620,ATT00620,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06621,ATT00621,2LD9LMGY,1,More code examples would be helpful
FB06623,ATT00623,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06624,ATT00624,2LD9LMGY,3,Solid content but slides need improvement
FB06625,ATT00625,2LD9LMGY,3,Solid content but slides need improvement
FB06626,ATT00626,2LD9LMGY,2,Could use more interactive elements
FB06627,ATT00627,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06628,ATT00628,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06629,ATT00629,2LD9LMGY,2,Slides were hard to read
FB06632,ATT00632,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06633,ATT00633,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06634,ATT00634,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06635,ATT00635,2LD9LMGY,2,More code examples would be helpful
FB06637,ATT00637,2LD9LMGY,2,Content was too advanced for the target audience
FB06638,ATT00638,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06639,ATT00639,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06641,ATT00641,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06643,ATT00643,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06644,ATT00644,2LD9LMGY,3,Would be better with more hands-on exercises
FB06645,ATT00645,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06646,ATT00646,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06648,ATT00648,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06649,ATT00649,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06651,ATT00651,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06652,ATT00652,2LD9LMGY,2,Needed more practical examples
FB06653,ATT00653,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06654,ATT00654,2LD9LMGY,3,Solid content but slides need improvement
FB06655,ATT00655,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06656,ATT00656,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06657,ATT00657,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06658,ATT00658,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06659,ATT00659,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06660,ATT00660,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06661,ATT00661,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06662,ATT00662,2LD9LMGY,3,Interesting topic but needed more depth
FB06663,ATT00663,2LD9LMGY,3,Would be better with more hands-on exercises
FB06664,ATT00664,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06665,ATT00665,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06667,ATT00667,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06668,ATT00668,2LD9LMGY,3,Solid content but slides need improvement
FB06669,ATT00669,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06670,ATT00670,2LD9LMGY,3,Solid content but slides need improvement
FB06671,ATT00671,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06672,ATT00672,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06673,ATT00673,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06674,ATT00674,2LD9LMGY,3,Nice presentation but too much theory
FB06675,ATT00675,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06676,ATT00676,2LD9LMGY,3,Solid content but slides need improvement
FB06678,ATT00678,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06679,ATT00679,2LD9LMGY,2,The pace was too fast to follow
FB06680,ATT00680,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06681,ATT00681,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06684,ATT00684,2LD9LMGY,5,"Great presentation, could include more case studies"
FB06685,ATT00685,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06686,ATT00686,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06688,ATT00688,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06690,ATT00690,2LD9LMGY,2,More code examples would be helpful
FB06691,ATT00691,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06694,ATT00694,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06695,ATT00695,2LD9LMGY,2,Could use more interactive elements
FB06696,ATT00696,2LD9LMGY,2,Technical issues disrupted the flow
FB06697,ATT00697,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06699,ATT00699,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06700,ATT00700,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06702,ATT00702,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06705,ATT00705,2LD9LMGY,3,Solid content but slides need improvement
FB06706,ATT00706,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06707,ATT00707,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06709,ATT00709,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06710,ATT00710,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06711,ATT00711,2LD9LMGY,2,Could use more interactive elements
FB06714,ATT00714,2LD9LMGY,1,Technical issues disrupted the flow
FB06715,ATT00715,2LD9LMGY,3,Would benefit from more Q&A time
FB06716,ATT00716,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06717,ATT00717,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06718,ATT00718,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06719,ATT00719,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06720,ATT00720,2LD9LMGY,2,Needed more practical examples
FB06721,ATT00721,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06722,ATT00722,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06723,ATT00723,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06724,ATT00724,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06726,ATT00726,2LD9LMGY,3,Nice presentation but too much theory
FB06727,ATT00727,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06728,ATT00728,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06730,ATT00730,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06731,ATT00731,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06732,ATT00732,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06733,ATT00733,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06734,ATT00734,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06736,ATT00736,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06737,ATT00737,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06738,ATT00738,2LD9LMGY,2,More code examples would be helpful
FB06739,ATT00739,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06740,ATT00740,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06743,ATT00743,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06744,ATT00744,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06745,ATT00745,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06746,ATT00746,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06747,ATT00747,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06748,ATT00748,2LD9LMGY,2,Needed more practical examples
FB06750,ATT00750,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06751,ATT00751,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06752,ATT00752,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06753,ATT00753,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06755,ATT00755,2LD9LMGY,3,Solid content but slides need improvement
FB06756,ATT00756,2LD9LMGY,2,Slides were hard to read
FB06757,ATT00757,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06758,ATT00758,2LD9LMGY,3,Would benefit from more Q&A time
FB06761,ATT00761,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06762,ATT00762,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06763,ATT00763,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06770,ATT00770,2LD9LMGY,2,Technical issues disrupted the flow
FB06771,ATT00771,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06772,ATT00772,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06773,ATT00773,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06775,ATT00775,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06776,ATT00776,2LD9LMGY,2,Content felt disorganized
FB06777,ATT00777,2LD9LMGY,3,Good overview but could use more detailed explanations
FB06778,ATT00778,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06779,ATT00779,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06780,ATT00780,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06781,ATT00781,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06782,ATT00782,2LD9LMGY,3,Good overview but could use more detailed explanations
FB06784,ATT00784,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06785,ATT00785,2LD9LMGY,3,Would benefit from more Q&A time
FB06786,ATT00786,2LD9LMGY,2,Needed more practical examples
FB06787,ATT00787,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06788,ATT00788,2LD9LMGY,2,Content felt disorganized
FB06789,ATT00789,2LD9LMGY,3,Interesting topic but needed more depth
FB06792,ATT00792,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06793,ATT00793,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06794,ATT00794,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06795,ATT00795,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06796,ATT00796,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06797,ATT00797,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06798,ATT00798,2LD9LMGY,5,"Great presentation, could include more case studies"
FB06799,ATT00799,2LD9LMGY,3,Interesting topic but needed more depth
FB06800,ATT00800,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06801,ATT00801,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06804,ATT00804,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06805,ATT00805,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06809,ATT00809,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06810,ATT00810,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06811,ATT00811,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06812,ATT00812,2LD9LMGY,2,More code examples would be helpful
FB06815,ATT00815,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06816,ATT00816,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06817,ATT00817,2LD9LMGY,3,Interesting topic but needed more depth
FB06818,ATT00818,2LD9LMGY,3,Would benefit from more Q&A time
FB06820,ATT00820,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06823,ATT00823,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06824,ATT00824,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06825,ATT00825,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06826,ATT00826,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06827,ATT00827,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06828,ATT00828,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06829,ATT00829,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06831,ATT00831,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06833,ATT00833,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06834,ATT00834,2LD9LMGY,2,Technical issues disrupted the flow
FB06835,ATT00835,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06837,ATT00837,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06838,ATT00838,2LD9LMGY,3,Nice presentation but too much theory
FB06839,ATT00839,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06840,ATT00840,2LD9LMGY,2,The pace was too fast to follow
FB06841,ATT00841,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06844,ATT00844,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06845,ATT00845,2LD9LMGY,5,"Great presentation, could include more case studies"
FB06846,ATT00846,2LD9LMGY,3,Would benefit from more Q&A time
FB06847,ATT00847,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06848,ATT00848,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06849,ATT00849,2LD9LMGY,1,The pace was too fast to follow
FB06850,ATT00850,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06851,ATT00851,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06852,ATT00852,2LD9LMGY,2,Technical issues disrupted the flow
FB06854,ATT00854,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06855,ATT00855,2LD9LMGY,2,The pace was too fast to follow
FB06856,ATT00856,2LD9LMGY,5,"Great presentation, could include more case studies"
FB06858,ATT00858,2LD9LMGY,3,Would be better with more hands-on exercises
FB06859,ATT00859,2LD9LMGY,2,Could use more interactive elements
FB06860,ATT00860,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06861,ATT00861,2LD9LMGY,5,"Great presentation, could include more case studies"
FB06862,ATT00862,2LD9LMGY,3,Solid content but slides need improvement
FB06863,ATT00863,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06865,ATT00865,2LD9LMGY,2,Slides were hard to read
FB06866,ATT00866,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06867,ATT00867,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06870,ATT00870,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06871,ATT00871,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06872,ATT00872,2LD9LMGY,3,Would be better with more hands-on exercises
FB06874,ATT00874,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06876,ATT00876,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06877,ATT00877,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06878,ATT00878,2LD9LMGY,3,Nice presentation but too much theory
FB06879,ATT00879,2LD9LMGY,2,The pace was too fast to follow
FB06880,ATT00880,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06881,ATT00881,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06882,ATT00882,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06883,ATT00883,2LD9LMGY,1,Needed more practical examples
FB06884,ATT00884,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06885,ATT00885,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06887,ATT00887,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06888,ATT00888,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06889,ATT00889,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06890,ATT00890,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06892,ATT00892,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06893,ATT00893,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06894,ATT00894,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06895,ATT00895,2LD9LMGY,3,Interesting topic but needed more depth
FB06896,ATT00896,2LD9LMGY,2,Slides were hard to read
FB06897,ATT00897,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06899,ATT00899,2LD9LMGY,2,Content felt disorganized
FB06900,ATT00900,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06902,ATT00902,2LD9LMGY,3,Would benefit from more Q&A time
FB06903,ATT00903,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06904,ATT00904,2LD9LMGY,2,Slides were hard to read
FB06905,ATT00905,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06906,ATT00906,2LD9LMGY,2,Content felt disorganized
FB06907,ATT00907,2LD9LMGY,2,The pace was too fast to follow
FB06908,ATT00908,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06909,ATT00909,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06910,ATT00910,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06911,ATT00911,2LD9LMGY,3,Good overview but could use more detailed explanations
FB06912,ATT00912,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06913,ATT00913,2LD9LMGY,2,Slides were hard to read
FB06914,ATT00914,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06916,ATT00916,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06917,ATT00917,2LD9LMGY,4,"Well structured, could add more interactive elements"
FB06920,ATT00920,2LD9LMGY,0,The pace was too fast to follow
FB06921,ATT00921,2LD9LMGY,3,Solid content but slides need improvement
FB06922,ATT00922,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06923,ATT00923,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06925,ATT00925,2LD9LMGY,3,Would be better with more hands-on exercises
FB06926,ATT00926,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06927,ATT00927,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06928,ATT00928,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06929,ATT00929,2LD9LMGY,2,Content felt disorganized
FB06932,ATT00932,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06934,ATT00934,2LD9LMGY,3,Good overview but could use more detailed explanations
FB06935,ATT00935,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06936,ATT00936,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06938,ATT00938,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06939,ATT00939,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06941,ATT00941,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06943,ATT00943,2LD9LMGY,5,"Fantastic session, consider adding workshop elements"
FB06944,ATT00944,2LD9LMGY,2,Could use more interactive elements
FB06945,ATT00945,2LD9LMGY,5,"Very informative, would love more deep dives"
FB06946,ATT00946,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06947,ATT00947,2LD9LMGY,3,Would benefit from more Q&A time
FB06948,ATT00948,2LD9LMGY,2,Could use more interactive elements
FB06949,ATT00949,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06950,ATT00950,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06951,ATT00951,2LD9LMGY,2,Needed more practical examples
FB06952,ATT00952,2LD9LMGY,2,Content was too advanced for the target audience
FB06953,ATT00953,2LD9LMGY,1,Needed more practical examples
FB06954,ATT00954,2LD9LMGY,4,"Really enjoyed it, would love more technical details"
FB06955,ATT00955,2LD9LMGY,3,Nice presentation but too much theory
FB06956,ATT00956,2LD9LMGY,5,"Really enjoyed it, would love more technical details"
FB06957,ATT00957,2LD9LMGY,4,"Excellent content, maybe add more advanced topics"
FB06958,ATT00958,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06960,ATT00960,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06961,ATT00961,2LD9LMGY,3,Nice presentation but too much theory
FB06962,ATT00962,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06963,ATT00963,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06965,ATT00965,2LD9LMGY,5,"Perfect pace, could include more industry examples"
FB06966,ATT00966,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06968,ATT00968,2LD9LMGY,5,"Excellent content, maybe add more advanced topics"
FB06969,ATT00969,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06971,ATT00971,2LD9LMGY,4,"Fantastic session, consider adding workshop elements"
FB06972,ATT00972,2LD9LMGY,3,Good content but could use more real-world examples
FB06973,ATT00973,2LD9LMGY,3,Would benefit from more Q&A time
FB06974,ATT00974,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06975,ATT00975,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06976,ATT00976,2LD9LMGY,2,Content felt disorganized
FB06977,ATT00977,2LD9LMGY,1,Content was too advanced for the target audience
FB06978,ATT00978,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06980,ATT00980,2LD9LMGY,5,"Well structured, could add more interactive elements"
FB06983,ATT00983,2LD9LMGY,4,"Great presentation, could include more case studies"
FB06984,ATT00984,2LD9LMGY,3,Interesting topic but needed more depth
FB06985,ATT00985,2LD9LMGY,4,"Very informative, would love more deep dives"
FB06986,ATT00986,2LD9LMGY,4,"Amazing content, perhaps add more time for questions"
FB06987,ATT00987,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06988,ATT00988,2LD9LMGY,3,"Decent presentation, could be more interactive"
FB06989,ATT00989,2LD9LMGY,2,Needed more practical examples
FB06990,ATT00990,2LD9LMGY,3,Good overview but could use more detailed explanations
FB06991,ATT00991,2LD9LMGY,4,"Perfect pace, could include more industry examples"
FB06992,ATT00992,2LD9LMGY,2,Technical issues disrupted the flow
FB06997,ATT00997,2LD9LMGY,5,"Amazing content, perhaps add more time for questions"
FB06999,ATT00999,2LD9LMGY,3,Nice presentation but too much theory
FB07001,ATT00001,EPZ5MYCV,5,"Perfect pace, could include more industry examples"
FB07002,ATT00002,EPZ5MYCV,2,Content felt disorganized
FB07003,ATT00003,EPZ5MYCV,4,"Excellent content, maybe add more advanced topics"
FB07005,ATT00005,EPZ5MYCV,3,"Decent presentation, could be more interactive"
FB07006,ATT00006,EPZ5MYCV,4,"Great presentation, could include more case studies"
FB07007,ATT00007,EPZ5MYCV,5,"Amazing content, perhaps add more time for questions"
FB07009,ATT00009,EPZ5MYCV,4,"Fantastic session, consider adding workshop elements"
FB07010,ATT00010,EPZ5MYCV,5,"Amazing content, perhaps add more time for questions"
FB07011,ATT00011,EPZ5MYCV,3,"Decent presentation, could be more interactive"
FB07012,ATT00012,EPZ5MYCV,4,"Very informative, would love more deep dives"
FB07013,ATT00013,EPZ5MYCV,5,"Great presentation, could include more case studies"
FB07014,ATT00014,EPZ5MYCV,4,"Really enjoyed it, would love more technical details"
FB07015,ATT00015,EPZ5MYCV,4,"Excellent content, maybe add more advanced topics"
FB07017,ATT00017,EPZ5MYCV,1,More code examples would be helpful
FB07018,ATT00018,EPZ5MYCV,4,"Excellent content, maybe add more advanced topics"
FB07020,ATT00020,EPZ5MYCV,5,"Amazing content, perhaps add more time for questions"
FB07021,ATT00021,EPZ5MYCV,5,"Fantastic session, consider adding workshop elements"
FB07022,ATT00022,EPZ5MYCV,3,Nice presentation but too much theory
FB07023,ATT00023,EPZ5MYCV,5,"Excellent content, maybe add more advanced topics"
FB07024,ATT00024,EPZ5MYCV,4,"Amazing content, perhaps add more time for questions"
FB07025,ATT00025,EPZ5MYCV,4,"Very informative, would love more deep dives"
FB07026,ATT00026,EPZ5MYCV,4,"Fantastic session, consider adding workshop elements"
FB07027,ATT00027,EPZ5MYCV,3,"Decent presentation, could be more interactive"
FB07028,ATT00028,EPZ5MYCV,3,Good content but could use more real-world examples
FB07029,ATT00029,EPZ5MYCV,3,Good content but could use more real-world examples
FB07031,ATT00031,EPZ5MYCV,4,"Amazing content, perhaps add more time for questions"
FB07032,ATT00032,EPZ5MYCV,5,"Excellent content, maybe add more advanced topics"
FB07033,ATT00033,EPZ5MYCV,4,"Great presentation, could include more case studies"
FB07035,ATT00035,EPZ5MYCV,5,"Perfect pace, could include more industry examples"
FB07036,ATT00036,EPZ5MYCV,4,"Fantastic session, consider adding workshop elements"
FB07037,ATT00037,EPZ5MYCV,2,Could use more interactive elements
FB07038,ATT00038,EPZ5MYCV,4,"Excellent content, maybe add more advanced topics"
FB07039,ATT00039,EPZ5MYCV,4,"Very informative, would love more deep dives"
